BRAND_NAME,WEEK_NUMBER,HIGHEST_REVENUE_BY_BRANDNAME
ASUS,28,21.310830929
ASUS,29,22.252640051
ASUS,30,19.868138574
ASUS,31,23.317936863
ASUS,32,19.542227969
ASUS,33,20.248422659
ASUS,34,23.470872103
ASUS,35,22.599271275
BEE,22,14.412516934
BEE,23,17.973272163
BEE,24,4.631300284
BEE,25,18.943983773
BEE,26,3.502643563
BEE,27,12.069848427
BEE,28,12.527711652
BEE,29,6.414920008
BEE,30,8.614965484
BEE,31,10.044656024
BEE,32,22.437208419
BEE,33,17.310467578
BEE,34,3.243893854
BEE,35,3.893133365
BIRD,22,20.037134533
BIRD,23,20.162989217
BIRD,24,21.305831046
BIRD,25,6.576228633
BIRD,26,18.353954708
BIRD,27,20.787546028
BIRD,28,8.172713685
BIRD,29,17.436905894
BIRD,30,11.509483181
BIRD,31,18.956012425
BIRD,32,15.841279272
BIRD,33,19.857966604
BIRD,34,18.119423832
BIRD,35,22.447008547
BLACKBERRY,22,19.743777457
BLACKBERRY,23,12.364116194
BLACKBERRY,24,18.285541148
BLACKBERRY,25,9.708503764
BLACKBERRY,26,15.146654815
BLACKBERRY,27,4.487425789
BLACKBERRY,28,13.036742839
BLACKBERRY,29,8.609431561
BLACKBERRY,30,15.126459512
BLACKBERRY,31,17.842540536
BLACKBERRY,32,14.90872209
BLACKBERRY,33,14.308232899
BLACKBERRY,34,18.168585233
BLACKBERRY,35,26.834933326
BLEPHONE TECH,22,19.516660249
BLEPHONE TECH,23,12.428635111
BLEPHONE TECH,24,12.756976701
BLEPHONE TECH,25,6.331262104
BLEPHONE TECH,26,19.925958046
BLEPHONE TECH,27,11.723656795
BLEPHONE TECH,28,20.090334223
BLEPHONE TECH,29,8.829707301
BLEPHONE TECH,30,11.320473912
BLEPHONE TECH,31,18.382777873
BLEPHONE TECH,32,14.731099316
BLEPHONE TECH,33,18.981294846
BLEPHONE TECH,34,16.114964197
BLEPHONE TECH,35,17.992195944
BLU,22,17.77150387
BLU,23,19.362120866
BLU,24,21.500916897
BLU,25,20.598769981
BLU,26,19.796776156
BLU,27,9.932503518
BLU,28,15.408410062
BLU,29,20.555384572
BLU,30,19.755291924
BLU,31,12.118123237
BLU,32,14.861758186
BLU,33,19.646639066
BLU,34,17.95033352
BLU,35,14.872717918
BLUEBERRY,22,18.819372718
BLUEBERRY,23,21.810479346
BLUEBERRY,24,22.742052374
BLUEBERRY,25,17.590248829
BLUEBERRY,26,19.96025952
BLUEBERRY,27,19.118585731
BLUEBERRY,28,20.364067274
BLUEBERRY,29,19.724998793
BLUEBERRY,30,17.436443366
BLUEBERRY,31,17.926019539
BLUEBERRY,32,25.243651418
BLUEBERRY,33,21.638340107
BLUEBERRY,34,20.518117554
BLUEBERRY,35,24.371204194
BOCOIN,22,8.572781764
BOCOIN,23,20.570921956
BOCOIN,24,19.721038239
BOCOIN,25,1.618106322
BOCOIN,27,5.900801565
BOCOIN,28,4.836938893
BOCOIN,29,4.5842112
BOCOIN,30,16.482193838
BOCOIN,31,18.456049442
BOCOIN,32,4.235192182
BOCOIN,33,5.164289755
BOCOIN,34,9.88926438
BOCOIN,35,13.623330256
BOPEL,22,9.320942118
BOPEL,23,20.419485344
BOPEL,24,7.508248063
BOPEL,25,19.608116847
BOPEL,26,12.835834148
BOPEL,27,18.17771409
BOPEL,28,19.764712068
BOPEL,29,19.835439369
BOPEL,30,16.305905692
BOPEL,31,19.303683175
BOPEL,32,19.176549969
BOPEL,33,19.990866292
BOPEL,34,21.594390017
BOPEL,35,20.509503314
BRIGHT,22,19.186741487
BRIGHT,23,2.246570834
BRIGHT,25,15.028394871
BRIGHT,26,14.800445509
BRIGHT,27,12.321085245
BRIGHT,28,1.00950324
BRIGHT,29,16.51996155
BRIGHT,30,7.137240544
BRIGHT,31,10.141117755
BRIGHT,32,22.720198414
BRIGHT,33,20.553490857
BRIGHT,34,8.757792632
BRIGHT,35,9.182524771
BUZZ,22,4.829374794
BUZZ,23,9.802023225
BUZZ,24,7.518636376
BUZZ,25,16.684017567
BUZZ,26,8.237504265
BUZZ,27,17.07396434
BUZZ,28,9.324334296
BUZZ,29,9.084979005
BUZZ,30,11.822355988
BUZZ,31,14.281603016
BUZZ,32,15.602453948
BUZZ,33,20.203300915
BUZZ,34,20.054973721
BUZZ,35,20.229298206
BY2,22,19.013309361
BY2,23,19.951299652
BY2,24,18.680187512
BY2,25,19.583813764
BY2,26,15.225666912
BY2,27,20.530492413
BY2,28,11.236112408
BY2,29,15.998438164
BY2,30,15.671890068
BY2,31,17.878552514
BY2,32,17.677655759
BY2,33,19.899646106
BY2,34,21.011342693
BY2,35,22.195835301
CECT,22,19.018526162
CECT,23,11.918547748
CECT,24,3.412970726
CECT,25,20.079633965
CECT,26,12.749858102
CECT,27,17.875160952
CECT,28,2.086270847
CECT,29,17.679471375
CECT,30,3.465928144
CECT,31,6.326825962
CECT,32,5.374261203
CECT,33,3.415932741
CECT,34,13.969658929
CECT,35,21.288878079
CELLULAR,25,14.971524472
CELLULAR,27,3.844545299
CELLULAR,29,8.789284032
CELLULAR,31,20.589553931
CELLULAR,32,17.336600334
CELLULAR,33,11.410579879
CELLULAR,34,18.76910892
CELLULAR,35,9.634480235
CITYCALL,22,19.207865003
CITYCALL,23,20.028709983
CITYCALL,24,17.670161024
CITYCALL,25,3.537474938
CITYCALL,26,7.18937624
CITYCALL,27,3.950947381
CITYCALL,28,7.470373309
CITYCALL,29,16.622549179
CITYCALL,30,16.39749044
CITYCALL,31,18.459612559
CITYCALL,32,9.392331122
CITYCALL,33,12.013791949
CITYCALL,34,13.402264138
CITYCALL,35,7.672128414
CK TELECOM,22,1.147449836
CK TELECOM,23,1.0088417
CK TELECOM,24,18.356587443
CK TELECOM,25,7.040139653
CK TELECOM,26,3.772853642
CK TELECOM,31,4.60077158
CK TELECOM,32,13.079913755
CK TELECOM,33,8.427498133
CK TELECOM,34,22.401833559
CK TELECOM,35,11.480150185
COOLPAD,22,15.996530351
COOLPAD,23,7.407267649
COOLPAD,24,10.291704833
COOLPAD,25,7.286890618
COOLPAD,26,12.392952481
COOLPAD,27,12.884175277
COOLPAD,28,8.305167318
COOLPAD,29,13.471744714
COOLPAD,30,15.574965925
COOLPAD,31,7.586270339
COOLPAD,32,17.374991195
COOLPAD,33,17.967820877
COOLPAD,34,13.943298062
COOLPAD,35,5.000641382
CORN,22,6.245226176
CORN,23,15.991668456
CORN,24,2.621776946
CORN,25,19.297610004
CORN,26,1.959127753
CORN,27,17.825381214
CORN,28,16.938254144
CORN,29,6.825537099
CORN,30,17.12922928
CORN,31,13.502719971
CORN,32,4.607529036
CORN,33,16.634958272
CORN,34,18.644083696
CORN,35,1.993339703
DAFFODIL COMPUTERS LIMITED,22,15.222347173
DAFFODIL COMPUTERS LIMITED,23,9.404014931
DAFFODIL COMPUTERS LIMITED,24,8.351875615
DAFFODIL COMPUTERS LIMITED,25,10.281915887
DAFFODIL COMPUTERS LIMITED,26,20.261902691
DAFFODIL COMPUTERS LIMITED,27,17.891252311
DAFFODIL COMPUTERS LIMITED,28,4.400604369
DAFFODIL COMPUTERS LIMITED,29,11.008338601
DAFFODIL COMPUTERS LIMITED,30,5.269160909
DAFFODIL COMPUTERS LIMITED,31,12.215120672
DAFFODIL COMPUTERS LIMITED,32,4.870361621
DAFFODIL COMPUTERS LIMITED,33,16.264627805
DAFFODIL COMPUTERS LIMITED,34,16.478930444
DAFFODIL COMPUTERS LIMITED,35,19.325909854
DARAGO,22,16.487638561
DARAGO,23,17.054984771
DARAGO,24,22.589768323
DARAGO,25,19.602488194
DARAGO,26,15.89017365
DARAGO,27,15.562886848
DARAGO,28,19.759131782
DARAGO,29,18.572578432
DARAGO,30,20.757941431
DARAGO,31,19.126704886
DARAGO,32,16.827513546
DARAGO,33,21.527059279
DARAGO,34,16.305131726
DARAGO,35,21.196978399
DBBD,22,15.376049557
DBBD,23,3.739918143
DBBD,24,9.713979314
DBBD,25,13.936822316
DBBD,26,1.246075551
DBBD,27,4.060740911
DBBD,28,10.651578179
DBBD,29,10.644326604
DBBD,30,14.056181509
DBBD,31,7.23063173
DBBD,32,16.340319638
DBBD,33,15.157390507
DBBD,34,15.6734925
DBBD,35,6.743329646
DOOGEE,22,17.789213676
DOOGEE,23,20.240934279
DOOGEE,24,14.525285682
DOOGEE,25,18.940360652
DOOGEE,26,20.822012553
DOOGEE,27,18.567267722
DOOGEE,28,19.514357524
DOOGEE,29,19.07682037
DOOGEE,30,19.297538061
DOOGEE,31,14.965240701
DOOGEE,32,16.224435901
DOOGEE,33,12.770181089
DOOGEE,34,21.26118868
DOOGEE,35,19.05065653
DREAM,22,20.383892722
DREAM,23,5.530560082
DREAM,24,10.055168818
DREAM,25,4.451658538
DREAM,26,8.068479037
DREAM,27,13.95052319
DREAM,28,5.388867046
DREAM,29,15.959744194
DREAM,30,14.30884388
DREAM,31,4.113935056
DREAM,32,20.649428464
DREAM,33,11.122729085
DREAM,34,17.174346794
DREAM,35,14.416543403
ECONNECT,28,9.255893358
ECONNECT,29,6.366674229
ECONNECT,30,6.036858587
ECONNECT,32,21.110376776
ECONNECT,33,5.245885664
ECONNECT,34,12.752695649
ECONNECT,35,20.813090559
EIROGA,22,20.305962376
EIROGA,23,16.944442833
EIROGA,24,22.805948607
EIROGA,25,11.194044046
EIROGA,26,8.080692523
EIROGA,27,8.228565176
EIROGA,28,12.096940938
EIROGA,29,10.28526532
EIROGA,30,3.592314303
EIROGA,31,18.041844544
EIROGA,32,4.602510963
EIROGA,33,11.316823609
EIROGA,34,17.896300189
EIROGA,35,7.489557671
ELITE,22,20.074967358
ELITE,23,18.711249107
ELITE,24,9.958769425
ELITE,25,18.470651714
ELITE,26,14.75357611
ELITE,27,18.146684673
ELITE,28,17.688211081
ELITE,29,20.469989162
ELITE,30,16.859809133
ELITE,31,21.076322101
ELITE,32,24.061930873
ELITE,33,20.260645814
ELITE,34,18.53140415
ELITE,35,20.359922698
ENERGY-SISTEM,22,7.782918361
ENERGY-SISTEM,23,20.396995297
ENERGY-SISTEM,24,18.775981206
ENERGY-SISTEM,25,3.630445607
ENERGY-SISTEM,27,17.644562775
ENERGY-SISTEM,28,1.732375615
ENERGY-SISTEM,29,19.352451671
ENERGY-SISTEM,31,5.510946664
ENERGY-SISTEM,34,8.669404044
ENERGY-SISTEM,35,7.608400001
EPAD,23,4.857616717
EPAD,24,11.914256056
EPAD,26,4.9430781
EPAD,27,15.503963835
EPAD,28,9.435448445
EPAD,31,4.990981386
EPAD,32,11.792952009
EPAD,33,10.732709032
EPAD,34,16.322595309
EPAD,35,6.448832927
ERICSSON,22,20.191189199
ERICSSON,23,23.848913621
ERICSSON,24,23.0558964
ERICSSON,25,21.150226806
ERICSSON,26,20.366734566
ERICSSON,27,20.008288477
ERICSSON,28,19.237100485
ERICSSON,29,20.127226545
ERICSSON,30,21.464846615
ERICSSON,31,21.974942232
ERICSSON,32,23.011608865
ERICSSON,33,20.779900412
ERICSSON,34,22.306473377
ERICSSON,35,25.135989961
EXPRESS,22,14.978404789
EXPRESS,23,1.881892481
EXPRESS,24,6.76296459
EXPRESS,25,16.896414559
EXPRESS,27,13.404076428
EXPRESS,28,8.453288429
EXPRESS,29,21.810600708
EXPRESS,30,14.604033939
EXPRESS,31,3.276333973
EXPRESS,32,15.190910929
EXPRESS,33,21.29922157
EXPRESS,34,14.238637132
EXPRESS,35,11.599412781
FISE,22,19.249076212
FISE,23,8.055944556
FISE,24,8.343694625
FISE,25,14.084425947
FISE,26,10.199053063
FISE,27,13.550835456
FISE,28,2.939090238
FISE,29,10.019523052
FISE,30,18.115772372
FISE,31,5.891239915
FISE,32,18.424249927
FISE,33,13.881871777
FISE,34,8.082770199
FISE,35,10.222340912
FIVE STAR,22,18.243397536
FIVE STAR,23,23.861857481
FIVE STAR,24,24.012248211
FIVE STAR,25,22.072657287
FIVE STAR,26,18.23406502
FIVE STAR,27,21.827833346
FIVE STAR,28,17.323940459
FIVE STAR,29,20.520132371
FIVE STAR,30,19.177675863
FIVE STAR,31,19.032789012
FIVE STAR,32,20.96350188
FIVE STAR,33,23.411840986
FIVE STAR,34,19.95133617
FIVE STAR,35,21.963131568
FORME,31,3.561741587
FORME,34,15.047338635
FORME,35,15.104031883
FOUR MOBILE,22,18.373360977
FOUR MOBILE,23,17.719508087
FOUR MOBILE,24,11.501090411
FOUR MOBILE,25,17.426804483
FOUR MOBILE,26,18.792078181
FOUR MOBILE,27,20.018401136
FOUR MOBILE,28,15.709891709
FOUR MOBILE,29,9.118760456
FOUR MOBILE,30,20.069670757
FOUR MOBILE,31,11.180162447
FOUR MOBILE,32,13.337082495
FOUR MOBILE,33,16.988694978
FOUR MOBILE,34,19.936982456
FOUR MOBILE,35,23.103791859
G-BEST,22,3.992339412
G-BEST,23,11.888276092
G-BEST,24,10.103536838
G-BEST,25,17.805003037
G-BEST,26,4.783966485
G-BEST,27,6.723497005
G-BEST,28,5.464072674
G-BEST,29,2.418605303
G-BEST,30,19.172244687
G-BEST,31,18.857479138
G-BEST,32,12.479093517
G-BEST,33,4.249514917
G-BEST,34,5.874880213
G-BEST,35,9.118377026
G-MOBILE,24,19.860778733
G-MOBILE,25,20.013438323
G-MOBILE,26,8.66339772
G-MOBILE,27,5.306310399
G-MOBILE,28,14.236061775
G-MOBILE,29,7.619628924
G-MOBILE,30,5.56813456
G-MOBILE,31,13.401211279
G-MOBILE,32,13.672812466
G-MOBILE,33,19.101021285
G-MOBILE,34,14.956888533
G-MOBILE,35,13.613320691
G-PHONE,22,19.567504955
G-PHONE,23,20.023517323
G-PHONE,24,20.820767447
G-PHONE,25,20.539575637
G-PHONE,26,20.44598469
G-PHONE,27,20.190934943
G-PHONE,28,19.294630153
G-PHONE,29,20.660118659
G-PHONE,30,20.200436813
G-PHONE,31,21.773917604
G-PHONE,32,21.214217716
G-PHONE,33,22.677191591
G-PHONE,34,33.415756847
G-PHONE,35,22.115026131
G-TECH,22,18.964808507
G-TECH,23,1.795567339
G-TECH,24,20.107219937
G-TECH,25,11.160635481
G-TECH,26,6.568186753
G-TECH,27,19.775182117
G-TECH,28,1.227315449
G-TECH,29,0.9172173074
G-TECH,30,1.891639798
G-TECH,31,8.384104838
G-TECH,32,15.232444237
G-TECH,33,4.664911016
G-TECH,34,4.220740146
G-TECH,35,9.968053741
GALAXY,22,9.131275656
GALAXY,23,16.315737374
GALAXY,24,17.59052755
GALAXY,25,19.620225099
GALAXY,26,3.350937618
GALAXY,27,17.586283191
GALAXY,28,16.402869227
GALAXY,29,6.948876211
GALAXY,30,18.332318279
GALAXY,31,18.676823977
GALAXY,32,5.61515905
GALAXY,33,4.002332519
GALAXY,34,15.421296206
GALAXY,35,15.366073344
GAOXINQI,22,1.226717372
GAOXINQI,23,12.755053449
GAOXINQI,24,3.552796623
GAOXINQI,25,6.50272337
GAOXINQI,26,14.263883515
GAOXINQI,27,15.579179447
GAOXINQI,28,14.064191527
GAOXINQI,29,12.349670148
GAOXINQI,30,2.627830762
GAOXINQI,31,5.990040236
GAOXINQI,32,18.476871322
GAOXINQI,33,7.13026107
GAOXINQI,34,11.092541525
GAOXINQI,35,17.819580847
GDL,22,19.797629923
GDL,23,8.187754711
GDL,24,22.42647122
GDL,25,19.841623484
GDL,26,18.072502248
GDL,27,21.439110242
GDL,28,6.825634625
GDL,29,14.241986515
GDL,30,4.791521937
GDL,31,20.974942928
GDL,32,3.804723589
GDL,33,22.281700141
GDL,34,8.998204338
GDL,35,7.082428545
GFIVE,22,15.90843307
GFIVE,23,20.020789961
GFIVE,24,20.740503821
GFIVE,25,20.662477905
GFIVE,26,18.870490201
GFIVE,27,20.285437338
GFIVE,28,12.136037002
GFIVE,29,20.147188612
GFIVE,30,20.545403335
GFIVE,31,20.626964062
GFIVE,32,22.82473393
GFIVE,33,19.995000673
GFIVE,34,14.126895881
GFIVE,35,18.415450682
GIANT STAR MOBILE,22,17.858849221
GIANT STAR MOBILE,23,10.788574196
GIANT STAR MOBILE,24,12.690950556
GIANT STAR MOBILE,25,20.309429991
GIANT STAR MOBILE,26,19.799761808
GIANT STAR MOBILE,27,22.099545995
GIANT STAR MOBILE,28,0.8644271408
GIANT STAR MOBILE,29,9.687204966
GIANT STAR MOBILE,30,3.253465127
GIANT STAR MOBILE,31,20.321076594
GIANT STAR MOBILE,32,7.53573136
GIANT STAR MOBILE,33,20.828923358
GIANT STAR MOBILE,34,4.71961939
GIANT STAR MOBILE,35,20.142586659
GIONEE,22,18.085456081
GIONEE,23,19.630446059
GIONEE,24,19.591315741
GIONEE,25,19.841879167
GIONEE,26,20.175046262
GIONEE,27,20.097011901
GIONEE,28,11.662397303
GIONEE,29,16.780791943
GIONEE,30,14.9793145
GIONEE,31,23.380416457
GIONEE,32,17.692876448
GIONEE,33,20.997501616
GIONEE,34,21.3954625
GIONEE,35,18.663697463
GLX,22,4.496809629
GLX,23,20.258702313
GLX,24,8.188077723
GLX,25,16.803426803
GLX,26,14.805031991
GLX,31,1.267376927
GLX,32,5.822123135
GLX,33,7.083535277
GLX,34,9.67190633
GLX,35,12.281013249
GOLDBERG,22,18.335512316
GOLDBERG,23,21.336322604
GOLDBERG,24,18.377478475
GOLDBERG,25,1.402305602
GOLDBERG,26,7.881372733
GOLDBERG,27,19.538022693
GOLDBERG,28,18.812426996
GOLDBERG,29,14.4249595
GOLDBERG,30,11.719439723
GOLDBERG,31,19.100671533
GOLDBERG,32,17.232068652
GOLDBERG,33,20.361848349
GOLDBERG,34,21.400665912
GOLDBERG,35,20.125174423
GOOGLE,22,17.201317276
GOOGLE,23,14.249018519
GOOGLE,24,15.984755384
GOOGLE,25,18.66469368
GOOGLE,26,16.018966943
GOOGLE,27,9.5265556
GOOGLE,28,14.89557409
GOOGLE,29,25.078616381
GOOGLE,30,4.071907574
GOOGLE,31,17.423989133
GOOGLE,32,20.495669491
GOOGLE,33,11.325922781
GOOGLE,34,18.323885511
GOOGLE,35,26.68243182
GREYMARKET,22,19.417095801
GREYMARKET,23,25.385436371
GREYMARKET,24,25.905738343
GREYMARKET,25,20.404369195
GREYMARKET,26,21.91047395
GREYMARKET,27,19.901333271
GREYMARKET,28,19.993107169
GREYMARKET,29,20.699104754
GREYMARKET,30,20.540944859
GREYMARKET,31,21.80561312
GREYMARKET,32,20.076694196
GREYMARKET,33,24.656980707
GREYMARKET,34,23.626038397
GREYMARKET,35,21.562482638
HEDY,22,13.284474688
HEDY,23,7.976342391
HEDY,24,19.98909301
HEDY,25,19.58147311
HEDY,26,23.806261939
HEDY,27,21.912566981
HEDY,28,8.966407359
HEDY,29,20.368179163
HEDY,30,16.988143758
HEDY,31,19.40589105
HEDY,32,20.012402078
HEDY,33,20.305353659
HEDY,34,23.334017139
HEDY,35,21.323667784
HELLO,22,19.555974304
HELLO,23,3.589037252
HELLO,24,1.860708417
HELLO,25,6.75657737
HELLO,26,15.776996473
HELLO,27,4.204821074
HELLO,28,3.163386718
HELLO,29,1.321430357
HELLO,30,5.865327634
HELLO,31,1.83132546
HELLO,32,5.897835789
HELLO,33,21.988360737
HELLO,34,9.063463158
HELLO,35,16.844648972
HIMAX,22,17.629631889
HIMAX,23,22.339876222
HIMAX,24,20.28426869
HIMAX,25,18.125315891
HIMAX,26,22.812606474
HIMAX,27,20.169117933
HIMAX,28,16.700876849
HIMAX,29,18.348243323
HIMAX,30,20.166194561
HIMAX,31,21.204997041
HIMAX,32,23.592989693
HIMAX,33,21.173371472
HIMAX,34,20.676811131
HIMAX,35,20.150892311
HISENSE,22,4.030525223
HISENSE,23,19.290998895
HISENSE,24,13.405711125
HISENSE,25,18.981715097
HISENSE,26,9.523477023
HISENSE,27,16.643195988
HISENSE,28,15.403399898
HISENSE,29,3.507047559
HISENSE,30,2.73132385
HISENSE,31,15.809693604
HISENSE,32,20.781968142
HISENSE,33,21.954516464
HISENSE,34,19.055786183
HISENSE,35,21.656745105
HOPE,22,16.026840783
HOPE,23,0.2016268929
HOPE,25,22.501408434
HOPE,33,12.861151648
HOTWAV,22,19.811695547
HOTWAV,23,20.745461784
HOTWAV,24,30.835868021
HOTWAV,25,19.484007212
HOTWAV,26,20.764265093
HOTWAV,27,20.52150619
HOTWAV,28,21.417441481
HOTWAV,29,25.708343055
HOTWAV,30,20.37217269
HOTWAV,31,23.565691136
HOTWAV,32,18.911536865
HOTWAV,33,20.970569924
HOTWAV,34,25.958212749
HOTWAV,35,19.809424326
HTC,22,20.394212897
HTC,23,22.317575666
HTC,24,22.986880274
HTC,25,21.996848725
HTC,26,21.70270843
HTC,27,21.130514677
HTC,28,22.868307833
HTC,29,20.481850634
HTC,30,25.124938189
HTC,31,22.364475081
HTC,32,38.039972136
HTC,33,22.039367914
HTC,34,26.145348019
HTC,35,25.272261235
HUAWEI,22,24.766367072
