BRAND_NAME,WEEK_NUMBER,LOWEST_REVENUE_BY_BRANDNAME
ASUS,26,0.921355938
ASUS,27,1.370259686
ASUS,28,2.509921079
ASUS,29,4.722751628
ASUS,30,0.9088969667
ASUS,31,3.397741202
ASUS,32,3.080418091
ASUS,33,2.181673491
ASUS,34,2.22231149
ASUS,35,4.013118301
BEE,22,14.412516934
BEE,23,17.973272163
BEE,24,4.631300284
BEE,25,18.943983773
BEE,26,3.502643563
BEE,27,12.069848427
BEE,28,12.527711652
BEE,29,6.414920008
BEE,30,8.614965484
BEE,31,10.044656024
BEE,32,22.437208419
BEE,33,17.310467578
BEE,34,3.243893854
BEE,35,3.893133365
BIRD,22,8.1870809
BIRD,23,6.764028262
BIRD,24,3.131481733
BIRD,25,1.537249602
BIRD,26,8.521249948
BIRD,27,5.338751116
BIRD,28,4.50099592
BIRD,29,3.30719571
BIRD,30,3.609134664
BIRD,31,4.948978995
BIRD,32,13.253737311
BIRD,33,3.749631355
BIRD,34,4.104942495
BIRD,35,3.716485892
BLACKBERRY,22,12.943155687
BLACKBERRY,23,5.739227423
BLACKBERRY,24,15.862223607
BLACKBERRY,25,9.708503764
BLACKBERRY,26,7.206957646
BLACKBERRY,27,0.6115237396
BLACKBERRY,28,8.962078661
BLACKBERRY,29,8.609431561
BLACKBERRY,30,15.126459512
BLACKBERRY,31,4.041110392
BLACKBERRY,32,10.114079007
BLACKBERRY,33,7.372224218
BLACKBERRY,34,10.417678941
BLACKBERRY,35,18.3750573
BLEPHONE TECH,22,1.409527999
BLEPHONE TECH,23,8.270713777
BLEPHONE TECH,24,5.294296317
BLEPHONE TECH,25,1.005330379
BLEPHONE TECH,26,15.131666487
BLEPHONE TECH,27,3.228633107
BLEPHONE TECH,28,8.999708161
BLEPHONE TECH,29,2.24107231
BLEPHONE TECH,30,4.36676323
BLEPHONE TECH,31,11.030956204
BLEPHONE TECH,32,11.923948368
BLEPHONE TECH,33,6.145167027
BLEPHONE TECH,34,15.476196342
BLEPHONE TECH,35,4.861233368
BLU,22,6.881655959
BLU,23,3.39929533
BLU,24,0.7944463241
BLU,25,1.46160811
BLU,26,1.922697114
BLU,27,1.954713018
BLU,28,0.692834429
BLU,29,2.554053606
BLU,30,5.363087527
BLU,31,4.539064676
BLU,32,3.152010293
BLU,33,2.377679315
BLU,34,2.483196302
BLU,35,2.341306958
BLUEBERRY,22,11.655554053
BLUEBERRY,23,5.215092606
BLUEBERRY,24,12.427502395
BLUEBERRY,25,6.959525309
BLUEBERRY,26,5.776942155
BLUEBERRY,27,1.095869649
BLUEBERRY,28,4.990750424
BLUEBERRY,29,2.996685988
BLUEBERRY,30,10.68148283
BLUEBERRY,31,5.745521633
BLUEBERRY,32,4.501121623
BLUEBERRY,33,2.763137079
BLUEBERRY,34,11.158125259
BLUEBERRY,35,10.283792329
BOCOIN,22,8.572781764
BOCOIN,23,20.570921956
BOCOIN,24,19.721038239
BOCOIN,25,1.618106322
BOCOIN,27,5.900801565
BOCOIN,28,4.836938893
BOCOIN,29,4.5842112
BOCOIN,30,16.482193838
BOCOIN,31,18.456049442
BOCOIN,32,4.235192182
BOCOIN,33,5.164289755
BOCOIN,34,9.88926438
BOCOIN,35,13.623330256
BOPEL,22,7.918305278
BOPEL,23,6.996536933
BOPEL,24,6.928775839
BOPEL,25,2.814080065
BOPEL,26,7.420877622
BOPEL,27,2.048251524
BOPEL,28,2.394138574
BOPEL,29,4.1630253
BOPEL,30,3.112936865
BOPEL,31,7.550082739
BOPEL,32,2.538601813
BOPEL,33,7.268817344
BOPEL,34,4.237918546
BOPEL,35,6.799088026
BRIGHT,22,19.186741487
BRIGHT,23,2.246570834
BRIGHT,25,15.028394871
BRIGHT,26,14.800445509
BRIGHT,27,12.321085245
BRIGHT,28,1.00950324
BRIGHT,29,16.51996155
BRIGHT,30,7.137240544
BRIGHT,31,10.141117755
BRIGHT,32,22.720198414
BRIGHT,33,20.553490857
BRIGHT,34,8.757792632
BRIGHT,35,9.182524771
BUZZ,22,4.829374794
BUZZ,23,2.944933162
BUZZ,24,3.261228
BUZZ,25,16.684017567
BUZZ,26,8.237504265
BUZZ,27,14.094834484
BUZZ,28,4.659213371
BUZZ,29,5.595106056
BUZZ,30,7.135784601
BUZZ,31,9.122964543
BUZZ,32,6.856612428
BUZZ,33,18.637574009
BUZZ,34,9.724624737
BUZZ,35,14.086142456
BY2,22,3.739608116
BY2,23,2.582300727
BY2,24,0.5602055674
BY2,25,5.773747512
BY2,26,2.557608248
BY2,27,3.014417835
BY2,28,2.438659622
BY2,29,3.192094655
BY2,30,3.040135748
BY2,31,0.610296149
BY2,32,6.94439229
BY2,33,2.975333234
BY2,34,5.559501795
BY2,35,10.694136954
CECT,22,19.018526162
CECT,23,11.918547748
CECT,24,3.412970726
CECT,25,20.079633965
CECT,26,12.749858102
CECT,27,17.875160952
CECT,28,2.086270847
CECT,29,17.679471375
CECT,30,3.465928144
CECT,31,6.326825962
CECT,32,5.374261203
CECT,33,3.415932741
CECT,34,13.969658929
CECT,35,21.288878079
CELLULAR,25,14.971524472
CELLULAR,27,3.844545299
CELLULAR,29,8.789284032
CELLULAR,31,20.589553931
CELLULAR,32,17.336600334
CELLULAR,33,11.410579879
CELLULAR,34,18.76910892
CELLULAR,35,9.634480235
CITYCALL,22,19.207865003
CITYCALL,23,20.028709983
CITYCALL,24,17.670161024
CITYCALL,25,3.537474938
CITYCALL,26,7.18937624
CITYCALL,27,3.950947381
CITYCALL,28,7.470373309
CITYCALL,29,16.622549179
CITYCALL,30,16.39749044
CITYCALL,31,18.459612559
CITYCALL,32,9.392331122
CITYCALL,33,12.013791949
CITYCALL,34,13.402264138
CITYCALL,35,7.672128414
CK TELECOM,22,1.147449836
CK TELECOM,23,1.0088417
CK TELECOM,24,18.356587443
CK TELECOM,25,7.040139653
CK TELECOM,26,3.772853642
CK TELECOM,31,4.60077158
CK TELECOM,32,13.079913755
CK TELECOM,33,8.427498133
CK TELECOM,34,22.401833559
CK TELECOM,35,11.480150185
COOLPAD,22,15.996530351
COOLPAD,23,7.407267649
COOLPAD,24,10.291704833
COOLPAD,25,7.286890618
COOLPAD,26,12.392952481
COOLPAD,27,12.884175277
COOLPAD,28,8.305167318
COOLPAD,29,13.471744714
COOLPAD,30,15.574965925
COOLPAD,31,7.586270339
COOLPAD,32,17.374991195
COOLPAD,33,17.967820877
COOLPAD,34,13.943298062
COOLPAD,35,5.000641382
CORN,22,6.245226176
CORN,23,15.991668456
CORN,24,2.621776946
CORN,25,19.297610004
CORN,26,1.959127753
CORN,27,17.825381214
CORN,28,16.938254144
CORN,29,6.825537099
CORN,30,17.12922928
CORN,31,13.502719971
CORN,32,4.607529036
CORN,33,16.634958272
CORN,34,18.644083696
CORN,35,1.993339703
DAFFODIL COMPUTERS LIMITED,22,9.225703046
DAFFODIL COMPUTERS LIMITED,23,2.606824288
DAFFODIL COMPUTERS LIMITED,24,2.007488341
DAFFODIL COMPUTERS LIMITED,25,8.034637207
DAFFODIL COMPUTERS LIMITED,26,12.518314792
DAFFODIL COMPUTERS LIMITED,27,0.7616191018
DAFFODIL COMPUTERS LIMITED,28,3.498104064
DAFFODIL COMPUTERS LIMITED,29,7.688023453
DAFFODIL COMPUTERS LIMITED,30,1.930079125
DAFFODIL COMPUTERS LIMITED,31,8.581247922
DAFFODIL COMPUTERS LIMITED,32,2.598894475
DAFFODIL COMPUTERS LIMITED,33,4.256708943
DAFFODIL COMPUTERS LIMITED,34,3.203420543
DAFFODIL COMPUTERS LIMITED,35,13.252849448
DARAGO,22,1.991228677
DARAGO,23,2.352181575
DARAGO,24,3.72855287
DARAGO,25,10.213166985
DARAGO,26,3.548953188
DARAGO,27,0.8286304315
DARAGO,28,3.491206261
DARAGO,29,3.731285904
DARAGO,30,3.118112632
DARAGO,31,1.329590549
DARAGO,32,4.144085748
DARAGO,33,4.502409252
DARAGO,34,4.367115759
DARAGO,35,2.887544581
DBBD,22,15.376049557
DBBD,23,3.739918143
DBBD,24,9.713979314
DBBD,25,13.936822316
DBBD,26,1.246075551
DBBD,27,4.060740911
DBBD,28,10.651578179
DBBD,29,10.644326604
DBBD,30,14.056181509
DBBD,31,7.23063173
DBBD,32,16.340319638
DBBD,33,15.157390507
DBBD,34,15.6734925
DBBD,35,6.743329646
DOOGEE,22,3.149442665
DOOGEE,23,1.857687477
DOOGEE,24,3.44519958
DOOGEE,25,6.257219295
DOOGEE,26,2.851335398
DOOGEE,27,1.17440676
DOOGEE,28,2.650478489
DOOGEE,29,5.202032497
DOOGEE,30,1.21348264
DOOGEE,31,2.788434722
DOOGEE,32,3.908663517
DOOGEE,33,2.569276642
DOOGEE,34,3.620086595
DOOGEE,35,3.779299936
DREAM,22,20.383892722
DREAM,23,5.530560082
DREAM,24,10.055168818
DREAM,25,4.451658538
DREAM,26,8.068479037
DREAM,27,13.95052319
DREAM,28,5.388867046
DREAM,29,15.959744194
DREAM,30,14.30884388
DREAM,31,4.113935056
DREAM,32,20.649428464
DREAM,33,11.122729085
DREAM,34,17.174346794
DREAM,35,14.416543403
ECONNECT,28,9.255893358
ECONNECT,29,6.366674229
ECONNECT,30,6.036858587
ECONNECT,32,21.110376776
ECONNECT,33,5.245885664
ECONNECT,34,12.752695649
ECONNECT,35,20.813090559
EIROGA,22,20.305962376
EIROGA,23,16.944442833
EIROGA,24,22.805948607
EIROGA,25,11.194044046
EIROGA,26,8.080692523
EIROGA,27,8.228565176
EIROGA,28,12.096940938
EIROGA,29,10.28526532
EIROGA,30,3.592314303
EIROGA,31,18.041844544
EIROGA,32,4.602510963
EIROGA,33,11.316823609
EIROGA,34,17.896300189
EIROGA,35,7.489557671
ELITE,22,1.277099205
ELITE,23,4.834228693
ELITE,24,5.156079662
ELITE,25,7.891844721
ELITE,26,5.816895527
ELITE,27,0.1229465245
ELITE,28,6.309717147
ELITE,29,5.534378089
ELITE,30,1.269587648
ELITE,31,13.20846723
ELITE,32,5.423748513
ELITE,33,6.327316532
ELITE,34,7.843098787
ELITE,35,4.666435871
ENERGY-SISTEM,22,7.782918361
ENERGY-SISTEM,23,20.396995297
ENERGY-SISTEM,24,18.775981206
ENERGY-SISTEM,25,3.630445607
ENERGY-SISTEM,27,17.644562775
ENERGY-SISTEM,28,1.732375615
ENERGY-SISTEM,29,19.352451671
ENERGY-SISTEM,31,5.510946664
ENERGY-SISTEM,34,8.669404044
ENERGY-SISTEM,35,7.608400001
EPAD,23,4.857616717
EPAD,24,11.914256056
EPAD,26,4.9430781
EPAD,27,15.503963835
EPAD,28,9.435448445
EPAD,31,4.990981386
EPAD,32,11.792952009
EPAD,33,10.732709032
EPAD,34,16.322595309
EPAD,35,6.448832927
ERICSSON,22,3.514261228
ERICSSON,23,3.365560096
ERICSSON,24,0.8355187034
ERICSSON,25,1.564970859
ERICSSON,26,2.247124084
ERICSSON,27,2.186709492
ERICSSON,28,1.761306565
ERICSSON,29,2.493566321
ERICSSON,30,1.443491718
ERICSSON,31,0.8601737275
ERICSSON,32,1.273903218
ERICSSON,33,2.181490072
ERICSSON,34,2.492223356
ERICSSON,35,2.312921787
EXPRESS,22,14.978404789
EXPRESS,23,1.881892481
EXPRESS,24,6.76296459
EXPRESS,25,16.896414559
EXPRESS,27,13.404076428
EXPRESS,28,8.453288429
EXPRESS,29,21.810600708
EXPRESS,30,14.604033939
EXPRESS,31,3.276333973
EXPRESS,32,15.190910929
EXPRESS,33,21.29922157
EXPRESS,34,14.238637132
EXPRESS,35,11.599412781
FISE,22,19.249076212
FISE,23,8.055944556
FISE,24,8.343694625
FISE,25,14.084425947
FISE,26,10.199053063
FISE,27,13.550835456
FISE,28,2.939090238
FISE,29,10.019523052
FISE,30,18.115772372
FISE,31,5.891239915
FISE,32,18.424249927
FISE,33,13.881871777
FISE,34,8.082770199
FISE,35,10.222340912
FIVE STAR,22,1.102979401
FIVE STAR,23,0.8937155381
FIVE STAR,24,3.305326597
FIVE STAR,25,2.135940645
FIVE STAR,26,3.17367135
FIVE STAR,27,1.688648474
FIVE STAR,28,0.6210420723
FIVE STAR,29,2.822171551
FIVE STAR,30,1.211768978
FIVE STAR,31,0.7667970309
FIVE STAR,32,1.210049362
FIVE STAR,33,1.981212126
FIVE STAR,34,4.424815354
FIVE STAR,35,0.3185873819
FORME,31,3.561741587
FORME,34,15.047338635
FORME,35,15.104031883
FOUR MOBILE,22,4.219522354
FOUR MOBILE,23,1.998005154
FOUR MOBILE,24,5.319606682
FOUR MOBILE,25,5.31925973
FOUR MOBILE,26,10.563948353
FOUR MOBILE,27,11.970504966
FOUR MOBILE,28,3.762725974
FOUR MOBILE,29,5.862799611
FOUR MOBILE,30,4.126115198
FOUR MOBILE,31,2.743384617
FOUR MOBILE,32,6.640835544
FOUR MOBILE,33,5.847568528
FOUR MOBILE,34,4.09234757
FOUR MOBILE,35,3.174258929
G-BEST,22,3.992339412
G-BEST,23,11.888276092
G-BEST,24,10.103536838
G-BEST,25,17.805003037
G-BEST,26,4.783966485
G-BEST,27,6.723497005
G-BEST,28,5.464072674
G-BEST,29,2.418605303
G-BEST,30,19.172244687
G-BEST,31,18.857479138
G-BEST,32,12.479093517
G-BEST,33,4.249514917
G-BEST,34,5.874880213
G-BEST,35,9.118377026
G-MOBILE,24,19.860778733
G-MOBILE,25,20.013438323
G-MOBILE,26,8.66339772
G-MOBILE,27,5.306310399
G-MOBILE,28,14.236061775
G-MOBILE,29,7.619628924
G-MOBILE,30,5.56813456
G-MOBILE,31,13.401211279
G-MOBILE,32,13.672812466
G-MOBILE,33,19.101021285
G-MOBILE,34,14.956888533
G-MOBILE,35,13.613320691
G-PHONE,22,0.5593550365
G-PHONE,23,0.679997858
G-PHONE,24,1.343864375
G-PHONE,25,0.1382030832
G-PHONE,26,2.400939204
G-PHONE,27,1.580267816
G-PHONE,28,0.6245110635
G-PHONE,29,1.560258805
G-PHONE,30,2.059718155
G-PHONE,31,1.665576239
G-PHONE,32,0.8319006239
G-PHONE,33,0.4979099752
G-PHONE,34,2.657719741
G-PHONE,35,0.8522821246
G-TECH,22,18.964808507
G-TECH,23,1.795567339
G-TECH,24,20.107219937
G-TECH,25,11.160635481
G-TECH,26,6.568186753
G-TECH,27,19.775182117
G-TECH,28,1.227315449
G-TECH,29,0.9172173074
G-TECH,30,1.891639798
G-TECH,31,8.384104838
G-TECH,32,15.232444237
G-TECH,33,4.664911016
G-TECH,34,4.220740146
G-TECH,35,9.968053741
GALAXY,22,2.996819613
GALAXY,23,11.600807879
GALAXY,24,0.7600254711
GALAXY,25,15.075274716
GALAXY,26,1.457971377
GALAXY,27,1.634575052
GALAXY,28,5.526839845
GALAXY,29,4.141778617
GALAXY,30,15.98265847
GALAXY,31,15.639358272
GALAXY,32,4.232756545
GALAXY,33,1.896754914
GALAXY,34,15.019558096
GALAXY,35,13.043100953
GAOXINQI,22,1.226717372
GAOXINQI,23,12.755053449
GAOXINQI,24,3.552796623
GAOXINQI,25,6.50272337
GAOXINQI,26,14.263883515
GAOXINQI,27,15.579179447
GAOXINQI,28,14.064191527
GAOXINQI,29,12.349670148
GAOXINQI,30,2.627830762
GAOXINQI,31,5.990040236
GAOXINQI,32,18.476871322
GAOXINQI,33,7.13026107
GAOXINQI,34,11.092541525
GAOXINQI,35,17.819580847
GDL,22,19.797629923
GDL,23,8.187754711
GDL,24,22.42647122
GDL,25,19.841623484
GDL,26,18.072502248
GDL,27,21.439110242
GDL,28,6.825634625
GDL,29,14.241986515
GDL,30,4.791521937
GDL,31,20.974942928
GDL,32,3.804723589
GDL,33,22.281700141
GDL,34,8.998204338
GDL,35,7.082428545
GFIVE,22,5.553961501
GFIVE,23,2.677841229
GFIVE,24,5.296698092
GFIVE,25,3.649327953
GFIVE,26,0.8163451369
GFIVE,27,1.028098593
GFIVE,28,2.124904125
GFIVE,29,6.586245911
GFIVE,30,1.184626857
GFIVE,31,0.2012267266
GFIVE,32,5.582112612
GFIVE,33,2.106863303
GFIVE,34,6.137997337
GFIVE,35,8.170911699
GIANT STAR MOBILE,22,17.858849221
GIANT STAR MOBILE,23,10.788574196
GIANT STAR MOBILE,24,12.690950556
GIANT STAR MOBILE,25,20.309429991
GIANT STAR MOBILE,26,19.799761808
GIANT STAR MOBILE,27,22.099545995
GIANT STAR MOBILE,28,0.8644271408
GIANT STAR MOBILE,29,9.687204966
GIANT STAR MOBILE,30,3.253465127
GIANT STAR MOBILE,31,20.321076594
GIANT STAR MOBILE,32,7.53573136
GIANT STAR MOBILE,33,20.828923358
GIANT STAR MOBILE,34,4.71961939
GIANT STAR MOBILE,35,20.142586659
GIONEE,22,4.380364794
GIONEE,23,5.61704573
GIONEE,24,3.16137629
GIONEE,25,7.818672325
GIONEE,26,2.688368525
GIONEE,27,3.641800367
GIONEE,28,2.204020197
GIONEE,29,1.129215854
GIONEE,30,5.274011023
GIONEE,31,0.7856679551
GIONEE,32,0.9128359053
GIONEE,33,1.418215743
GIONEE,34,3.248683185
GIONEE,35,2.520383634
GLX,22,4.496809629
GLX,23,20.258702313
GLX,24,8.188077723
GLX,25,16.803426803
GLX,26,14.805031991
GLX,31,1.267376927
GLX,32,5.822123135
GLX,33,7.083535277
GLX,34,9.67190633
GLX,35,12.281013249
GOLDBERG,22,6.14150996
GOLDBERG,23,14.862243111
GOLDBERG,24,12.780338175
GOLDBERG,25,1.402305602
GOLDBERG,26,3.894810019
GOLDBERG,27,10.029604733
GOLDBERG,28,10.252122286
GOLDBERG,29,7.074559388
GOLDBERG,30,2.778705237
GOLDBERG,31,6.501459917
GOLDBERG,32,8.77173968
GOLDBERG,33,6.170922672
GOLDBERG,34,10.053031687
GOLDBERG,35,4.965501842
GOOGLE,22,17.201317276
GOOGLE,23,13.012042846
GOOGLE,24,14.199030661
GOOGLE,25,18.344096263
GOOGLE,26,5.089923805
GOOGLE,27,9.202438132
GOOGLE,28,2.127116905
GOOGLE,29,8.129921333
GOOGLE,30,2.987135549
GOOGLE,31,7.449487772
GOOGLE,32,11.166796464
GOOGLE,33,9.622030065
GOOGLE,34,16.542137274
GOOGLE,35,12.40846569
GREYMARKET,22,3.32170647
GREYMARKET,23,1.087743499
GREYMARKET,24,3.550604381
GREYMARKET,25,0.9384201968
GREYMARKET,26,4.135398564
GREYMARKET,27,3.28983028
GREYMARKET,28,2.188507036
GREYMARKET,29,1.929905476
GREYMARKET,30,2.093428157
GREYMARKET,31,1.293438537
GREYMARKET,32,2.000271717
GREYMARKET,33,1.318681387
GREYMARKET,34,1.969931499
GREYMARKET,35,2.648581456
HEDY,22,5.434405748
HEDY,23,2.16143096
HEDY,24,10.183346194
HEDY,25,6.644319309
HEDY,26,8.153579392
HEDY,27,2.239476492
HEDY,28,2.809497672
HEDY,29,9.826752032
HEDY,30,2.008282569
HEDY,31,3.975851196
HEDY,32,6.675217609
HEDY,33,11.927741541
HEDY,34,7.093585619
HEDY,35,10.198131269
HELLO,22,19.555974304
HELLO,23,3.589037252
HELLO,24,1.860708417
HELLO,25,6.75657737
HELLO,26,15.776996473
HELLO,27,4.204821074
HELLO,28,3.163386718
HELLO,29,1.321430357
HELLO,30,5.865327634
HELLO,31,1.83132546
HELLO,32,5.897835789
HELLO,33,21.988360737
HELLO,34,9.063463158
HELLO,35,16.844648972
HIMAX,22,0.8104953888
HIMAX,23,2.205778973
HIMAX,24,0.8193924182
HIMAX,25,0.6464078238
HIMAX,26,0.6618259849
HIMAX,27,1.52815101
HIMAX,28,3.261342254
HIMAX,29,2.982595217
HIMAX,30,6.662445066
HIMAX,31,6.120436882
HIMAX,32,4.435629706
HIMAX,33,2.896848934
HIMAX,34,1.7614244
HIMAX,35,3.534647004
HISENSE,22,4.030525223
HISENSE,23,19.290998895
HISENSE,24,3.037923557
HISENSE,25,11.470325809
HISENSE,26,9.523477023
HISENSE,27,16.643195988
HISENSE,28,4.786954565
HISENSE,29,3.507047559
HISENSE,30,2.73132385
HISENSE,31,12.197713908
HISENSE,32,6.866658171
HISENSE,33,8.504745696
HISENSE,34,19.055786183
HISENSE,35,21.656745105
HOPE,22,16.026840783
HOPE,23,0.2016268929
HOPE,25,22.501408434
HOPE,33,12.861151648
HOTWAV,22,1.829956284
HOTWAV,23,2.23147862
HOTWAV,24,1.194016783
HOTWAV,25,2.078243772
HOTWAV,26,3.090889024
HOTWAV,27,1.083142984
HOTWAV,28,3.371165642
HOTWAV,29,1.168249532
HOTWAV,30,0.8147486807
HOTWAV,31,0.8114592371
HOTWAV,32,2.559993874
HOTWAV,33,4.531629274
HOTWAV,34,1.558830268
HOTWAV,35,2.005500921
HTC,22,0.5373755836
HTC,23,0.4714427519
HTC,24,0.5278687545
HTC,25,1.85363315
HTC,26,0.3983052665
HTC,27,0.9698113575
HTC,28,1.219750085
HTC,29,0.4401609389
HTC,30,1.937031578
HTC,31,1.883915576
HTC,32,1.60742138
